age,gender,socioeconomic_status,region,high_school_score,GPA,credits_completed,failures,attendance_rate,assignment_submission_rate,commute_time_minutes,peer_interaction_score,program_duration_months,dropout_score,dropout_flag
18,Male,1,3,81,1.71253057,10,1,89.80280522,64.4310053,14.45130577,90.06643268,48,10.24948246,0
27,Male,2,2,73,2.449868335,72,3,100,59.83309652,44.85163825,61.44674484,36,6.025035522,0
25,Female,2,1,64,2.988856172,36,2,80.0184114,47.93919442,66.19037869,49.38068231,48,21.80543856,1
28,Female,2,3,53,0.99812424,52,1,77.15841284,85.14066327,25.05343919,100,36,19.81597554,1
17,Female,2,1,77,2.226499186,45,1,94.65352271,100,16.5805731,62.84161226,24,1.069295458,0
25,Female,3,2,62,1.60777471,71,1,88.73972938,86.0876278,30.13509913,72.39607853,24,8.261162857,0
17,Male,1,2,75,2.461159445,87,1,78.2024736,100,19.06199532,40.85349759,48,9.359505281,0
26,Female,2,2,84,2.904614748,37,1,86.29212739,91.30040858,57.38434857,83.78777421,24,4.046513235,0
29,Male,1,3,61,2.357898436,108,0,94.25867863,46.63630497,40.7459638,53.96611899,12,12.15281853,0
26,Female,3,1,83,2.145478385,35,3,46.98723481,83.19916,29.95292679,44.93489875,36,13.12267904,0
18,Male,1,1,58,1.957927691,62,2,100,86.11432971,25.25345374,40.36656027,12,7.50357363,0
22,Female,1,2,84,1.964103366,40,2,80.52699065,76.98980783,47.56380637,82.07472544,24,15.70509703,1
22,Male,2,3,88,2.937166239,113,1,86.18498644,73.97423894,19.07470125,31.57154741,24,11.66686687,0
17,Female,2,2,78,2.886677944,97,0,65.83593768,100,17.82884074,66.00644687,24,6.832812465,0
23,Other,3,2,74,3.683540218,87,0,66.52446974,78.71820828,31.51597448,100,36,12.88737481,0
24,Male,1,3,78,2.837109926,16,1,86.61671716,81.87220976,33.03365398,71.86453255,48,8.395825105,0
18,Male,1,2,66,3.189506897,76,1,100,100,15.4760668,64.70753938,24,0,0
24,Male,2,1,56,1.74582103,51,0,100,82.70111604,46.34997908,57.17501304,24,8.13662229,0
25,Female,1,3,62,2.324883004,65,3,75.35154853,100,56.52388273,92.5618397,36,12.92969029,0
22,Male,2,3,92,1.668510281,103,1,87.30362372,75.20888126,27.26400952,53.08497708,24,12.57284025,0
21,Female,3,2,58,2.313899111,89,1,100,100,7.307787694,61.9972895,36,3,0
28,Male,2,3,79,2.099233426,47,2,84.11003511,95.96043084,32.1360989,94.17719027,24,8.783928351,0
25,Female,2,2,68,2.702495869,74,1,85.39454743,68.42222245,66.03721473,86.81916851,24,12.65775715,0
29,Female,1,2,66,2.457343894,100,0,88.47775551,100,24.23688678,62.39232795,6,5.304448898,0
28,Female,1,2,86,2.925181736,52,1,56.19136461,32.49336423,32.54867522,72.98876772,24,21.88772244,1
27,Female,2,2,70,3.326397692,100,3,92.13430889,70.61566398,19.94904208,51.82927444,12,5.980788626,0
25,Male,3,1,79,2.708374418,94,0,100,80.81968736,37.91734763,47.84629836,24,2.877046897,0
17,Female,2,2,93,2.449330499,116,3,92.74819601,88.59225357,34.23419178,68.16262186,36,3.161522763,0
27,Female,2,3,67,2.623269802,116,2,100,93.96193717,37.10450339,87.50145338,36,0.905709425,0
19,Female,2,2,74,3.788670254,96,0,68.64194559,60.15400425,33.01675446,63.29299284,6,12.24851024,0
25,Male,2,2,77,1.931360455,78,1,85.4498243,100,24.29382627,49.74206146,6,3.596430588,0
27,Female,2,2,66,2.522161803,37,0,100,67.25042474,15.93935244,72.00268804,12,4.912436289,0
18,Other,3,1,74,1.810756115,13,0,91.31728101,95.47848544,3.01107106,48.21175109,24,4.307209832,0
28,Other,2,2,81,2.269741611,71,1,79.48532737,68.23916729,10.45401553,33.74973939,48,13.86705943,0
20,Female,1,2,77,2.90160165,43,0,90.33850862,100,43.73341776,54.10228105,48,1.932298276,0
20,Male,1,3,71,2.753849408,106,0,87.5850617,100,32.30292187,48.23642941,12,10.48298766,0
19,Male,1,3,55,1.452324479,71,4,100,72.8866795,29.80662028,97.85315211,24,22.54375328,1
29,Male,2,2,88,3.065445005,103,2,64.91527483,77.89613758,23.27486133,67.96304242,12,10.3325244,0
19,Male,1,3,60,3.418180914,1,0,81.00065797,100,40.51330998,53.96698272,36,6.799868406,0
17,Male,2,3,81,1.39582197,96,1,91.7160648,92.61218322,33.84564263,46.76775833,6,11.80673986,0
22,Female,1,1,57,2.921004372,111,0,60.34489674,79.8475239,42.64969205,34.22354144,6,15.95389207,1
24,Other,1,1,60,1.651041939,89,0,68.34935974,75.54113617,64.06224364,68.8780773,36,18.48853824,1
28,Female,2,1,76,3.193759648,35,0,100,87.54276673,30.50632366,83.82833399,24,1.868584991,0
19,Male,2,3,85,3.087688711,100,3,97.94145749,78.10820601,35.65570385,71.8086772,36,3.695477601,0
21,Female,3,1,76,3.453199341,62,0,100,74.52768878,60.87898297,35.21251794,12,13.82084668,0
17,Male,1,3,73,2.1410623,98,1,81.8541012,96.09601252,7.129258058,18.83214839,24,9.214777882,0
26,Female,2,3,56,2.074245614,40,1,83.50508893,100,13.64811544,29.38862028,24,8.298982215,0
23,Female,2,2,48,3.821753749,94,1,88.6055748,89.43850498,55.15796339,69.64402828,48,3.863109291,0
26,Male,2,3,65,2.37963677,115,0,94.55212709,59.97395514,28.63536402,76.97356708,24,7.093481311,0
29,Female,3,2,71,2.157655053,116,0,100,79.27208159,17.8815121,43.73582145,48,6.109187761,0
17,Male,1,3,69,1.95287653,115,1,79.32451142,83.02277868,21.12811361,43.16700402,12,7.152915611,0
28,Female,1,2,92,1.483166613,118,0,100,53.58231353,33.84478989,66.37616311,12,12.13098684,0
27,Male,1,1,54,2.2431509,109,2,83.47307029,45.8717802,12.3942328,57.68715078,48,14.42461891,0
25,Female,1,2,66,3.120094286,31,1,100,61.27064724,34.9274886,84.70607968,48,13.80940291,0
24,Male,2,3,86,1.494633078,54,1,88.88935534,100,19.935685,59.18714419,24,7.275798155,0
23,Female,2,2,76,2.431821418,34,1,100,89.29881922,45.13560835,76.18385316,6,6.605177117,0
26,Female,1,2,59,2.525950505,110,0,100,94.72767538,42.31612924,61.66600167,48,0.790848693,0
23,Female,2,1,47,1.638191492,61,2,98.52514757,100,45.20245619,61.35072024,24,3.913055569,0
21,Female,2,2,66,1.532467574,8,1,84.69941266,87.85573234,35.76661328,55.13609838,36,9.557081876,0
21,Male,2,1,59,2.404665654,112,1,74.20924177,71.77788228,3.568394675,41.95650985,24,12.3914693,0
27,Female,1,2,65,3.225552047,41,2,87.88950322,95.85715201,33.40049946,100,48,3.043526553,0
29,Other,1,2,92,1.777114772,98,2,62.2034934,100,44.4856883,68.87553611,24,9.788153599,0
21,Female,2,3,59,2.14939025,103,1,90.39207315,66.67282003,52.96184877,64.64600021,24,11.92066237,0
17,Male,2,3,63,2.476378833,2,1,100,79.56566687,44.41770968,72.19782216,24,6.06514997,0
24,Male,3,1,79,3.597827686,22,1,67.02588271,100,25.33806918,51.3028743,24,6.594823457,0
28,Female,3,1,72,2.987001368,45,1,98.98136345,88.30722022,24.49345364,63.86614659,36,4.957644278,0
27,Female,3,3,84,3.57704968,68,0,91.48640505,100,47.57263849,68.45859899,36,4.70271899,0
17,Male,2,1,78,3.084053271,15,1,62.92251549,82.77080226,11.01924732,38.97195622,12,14.99987656,0
20,Female,1,3,63,3.21096215,67,1,85.71942034,84.14291553,28.18828075,73.12284708,12,5.234678603,0
25,Female,1,2,75,1.395975383,101,1,78.05862337,90.89688353,25.56730512,90.57479216,36,11.79398896,0
21,Male,3,2,52,3.122859277,81,0,82.54029563,100,18.04022871,39.53158056,24,11.49194087,0
20,Female,1,3,91,2.76039582,88,3,72.70468145,70.73344809,25.64320492,57.15387548,36,12.8490465,0
19,Male,2,1,59,0.991879301,44,2,85.22003085,98.47314883,42.98795363,49.12720548,48,13.2662285,0
19,Male,2,1,68,1.932558566,49,0,77.11151923,100,32.76683195,92.21461901,24,8.252110493,0
28,Male,1,1,65,2.181369356,42,1,100,77.17919439,16.31745742,51.55109059,48,3.423120841,0
21,Male,1,1,71,3.034846711,71,0,73.37243594,49.20591895,36.33779094,43.88327171,48,17.94462497,1
26,Female,1,2,71,2.556895005,14,0,71.40666301,53.89052074,18.52271677,38.27043343,36,20.63508929,1
17,Male,1,1,75,3.091424137,95,1,84.82705545,68.18363578,13.91526563,64.50695058,36,12.80704354,0
21,Male,2,1,65,1.647902255,79,2,93.33648088,81.41027276,44.13408577,89.4143567,48,7.64214036,0
22,Female,1,1,80,1.319153662,116,0,55.91022506,67.04495981,33.73443205,56.1870066,24,23.56967439,1
28,Male,1,3,64,2.843162673,87,0,98.58092684,91.34803384,30.07490252,69.50291271,36,1.581609556,0
25,Female,2,2,52,2.404753649,31,1,80.66279078,100,9.770635968,73.01982333,36,3.867441844,0
19,Female,2,3,72,2.580918349,54,1,75.9969008,100,29.0105715,39.85721043,48,9.80061984,0
18,Male,2,2,85,2.62132149,79,0,97.82950689,60.07907846,18.91128598,74.68213815,24,6.422236854,0
19,Male,2,1,67,1.056862241,97,1,100,86.4572597,18.08744492,100,12,11.46278864,0
28,Female,2,1,87,2.431992977,73,1,93.54334853,68.92217605,22.65123482,43.81264138,6,8.953003887,0
25,Female,2,3,59,3.21341189,86,1,100,74.07883296,30.50656981,72.33303749,24,3.888175056,0
28,Male,1,2,56,3.26123555,15,1,90.16324846,100,2,64.51589712,36,4.967350307,0
23,Male,1,1,83,2.006444707,110,1,92.0141759,89.45080858,12.69861168,30.12786264,36,8.179543533,0
25,Male,3,2,68,2.052827529,43,2,87.83071276,78.97018839,20.24346276,81.71655971,36,5.58832919,0
29,Female,2,2,60,2.797892855,3,1,100,98.98636809,27.94603139,63.68682937,24,0.152044787,0
18,Male,2,2,72,2.520626703,46,0,74.49431253,97.26245505,20.04309129,55.48777601,24,13.51176924,0
21,Female,3,2,73,1.617388531,87,0,70.32110977,60.58746078,46.49460619,20.43721306,36,20.67377362,1
29,Female,2,3,79,2.194418982,60,0,85.09822421,89.87256982,32.01678798,54.98517638,12,4.499469684,0
20,Female,1,1,66,2.996154871,66,3,88.12104926,81.17893851,49.11447505,89.25516339,48,5.198949371,0
18,Female,2,1,56,1.778623582,77,0,75.04077568,97.73624681,8.22920685,56.50934392,12,7.545172026,0
25,Male,2,1,67,3.847695221,45,2,70.16998614,68.34673848,2,71.10895243,6,10.713992,0
22,Male,2,2,81,2.199104424,58,1,63.81823105,86.79506307,32.02959589,87.49072671,36,9.21709433,0
27,Male,2,2,54,3.152893735,104,0,100,52.30631787,2,79.81593901,24,15.15405232,1
22,Male,2,2,66,2.741984624,1,2,81.31902557,58.52895692,33.47968776,58.65592326,36,12.95685135,0
24,Male,1,3,72,2.983045196,103,2,79.5579337,88.15433342,61.47542938,52.81235099,48,18.86526325,1
22,Female,2,2,85,1.367456879,66,1,67.40842877,96.96545814,5.68936777,85.89647401,36,18.29892673,1
17,Female,1,2,63,2.618132389,93,0,100,96.03821046,28.72374361,78.17141707,36,0.594268432,0
20,Female,1,2,61,2.994022574,68,0,91.10648982,96.36667629,36.56576052,14.80229361,36,10.32370059,0
29,Male,2,2,76,2.631858512,14,0,95.70592497,70.14283806,29.31568047,60.03847475,6,10.3373893,0
23,Female,1,3,47,3.078524345,66,0,69.16450197,100,9.249449362,100,24,9.167099605,0
29,Male,2,2,64,3.557193581,49,0,100,63.98639407,22.70593225,57.33155203,24,5.40204089,0
29,Male,1,1,75,3.034002783,25,0,82.07639282,67.04643992,35.49033668,59.30911905,48,8.527755449,0
18,Female,2,2,73,2.538026008,45,1,72.06094876,80.76450641,62.28327918,51.71498596,24,21.47313429,1
25,Male,2,3,72,3.664329351,22,1,100,70.28860733,44.93027589,27.57102892,48,9.4567089,0
24,Female,2,2,53,3.442069685,14,0,91.65234185,91.46362006,19.50037909,72.30907091,36,7.949988621,0
24,Male,2,1,57,3.209803542,60,4,96.75804524,100,60.16447455,75.17589069,48,15.64839095,1
23,Male,3,2,83,2.161702087,15,2,76.22164316,94.15263011,53.64988316,41.98425804,24,10.63277685,0
20,Female,1,3,69,1.909499293,8,0,73.63460487,63.5039913,24.80858269,61.21213056,48,11.6524874,0
18,Other,2,2,67,2.315901551,56,1,85.94710547,82.79855718,8.342467641,59.9712669,48,8.390795328,0
19,Male,3,3,62,2.778948892,111,0,100,82.87714961,27.63958079,34.2124556,12,10.56842756,0
28,Female,1,2,70,2.150963241,69,1,100,95.40410947,15.77204218,51.04219409,12,5.689383579,0
22,Female,1,2,65,2.607538653,74,2,86.40276512,80.1478344,48.80873338,57.87344068,24,13.69727182,0
28,Male,2,2,78,2.741294279,12,1,75.88395514,84.04217077,13.02076092,79.78883965,24,7.216883357,0
28,Female,2,3,59,3.349613709,63,1,100,100,45.70446989,49.77713851,48,3,0
21,Male,1,1,78,3.694640299,68,0,88.41559493,100,33.36989085,89.10521728,12,7.316881014,0
28,Male,1,2,86,2.524047344,104,1,94.06441467,100,23.21780836,57.80344707,12,1.187117066,0
24,Male,1,3,76,1.9544978,87,0,96.70287724,89.48644636,3.295929997,51.31683036,12,2.691479601,0
22,Female,2,2,57,3.064520791,61,2,86.0056102,52.42200609,10.42254182,59.17231969,12,9.935577047,0
22,Male,3,2,78,2.045899633,32,2,73.47090077,79.57445262,16.67107749,79.72369851,24,8.369651953,0
17,Male,2,3,65,1.740232251,61,2,95.42145941,69.38660605,29.15665379,89.88915884,24,8.105394699,0
20,Male,2,2,64,3.386066316,57,1,84.9716707,72.71376816,16.263465,17.78453788,12,12.09860064,0
21,Male,2,3,71,2.109664684,77,1,58.01785297,82.62609313,18.82952066,100,24,11.00251544,0
28,Male,2,3,67,3.363440191,44,0,94.18046226,72.79954747,14.1413557,79.83837449,24,5.243975427,0
27,Female,2,2,65,1.65282092,108,2,87.32148886,42.13310658,20.54581389,31.4324283,48,22.68752704,1
19,Male,3,2,76,3.058250015,64,0,75.03931246,70.66689008,17.63216912,93.61611517,24,9.392103996,0
29,Male,3,3,71,3.838205663,28,0,97.12755297,98.94152728,21.84377418,45.06797766,24,0.733260313,0
25,Female,1,3,50,1.579679161,6,0,89.12162673,90.28396545,31.16740112,85.70552979,6,7.836288231,0
17,Female,2,1,80,2.906799741,78,1,60.90459979,100,21.57940649,60.82221735,24,7.819080042,0
22,Male,1,3,81,2.193679934,21,0,87.66816978,74.84421497,31.24835699,31.95364886,6,14.2397338,0
22,Male,2,2,76,1.850420662,56,2,100,72.55000226,12.42310369,43.73758012,24,5.613293045,0
26,Male,1,3,76,4,0,4,83.31588625,69.51724817,42.07992178,73.58064662,48,17.90923553,1
21,Female,2,2,67,1.741265753,80,1,72.76944711,100,64.2503103,55.630044,36,13.03345305,0
28,Male,1,1,58,2.878580556,80,2,93.92365039,77.55998592,20.52742596,89.0731836,12,9.581272033,0
21,Male,1,3,71,1.884193428,13,0,79.69660583,98.40739993,14.48938069,17.82922103,24,10.45763456,0
26,Male,1,2,85,2.59787263,17,2,69.33111229,88.7877549,3.365999773,41.99888611,24,7.815614306,0
29,Male,3,2,72,2.570828947,104,1,97.91712117,83.29752367,38.68534519,76.39405867,12,7.921947214,0
21,Female,1,2,86,2.926828811,23,0,97.00837296,85.17491804,47.54002033,78.94037505,36,7.822087703,0
22,Male,1,2,87,2.465460314,52,2,83.55108721,68.44920992,30.38670133,74.13955327,24,8.022401069,0
24,Male,2,1,69,2.487256437,80,0,91.53953593,88.23082914,68.15585439,48.69337868,36,8.457468444,0
18,Female,2,2,65,2.744424883,83,0,66.10982411,61.41361489,34.87549697,58.55407495,12,15.56599295,1
22,Female,2,3,65,2.834986111,52,3,57.31860959,62.18332131,48.89080087,72.13004255,36,14.20877988,0
20,Male,1,2,60,2.202741965,41,0,92.55818112,57.12512648,22.35234159,49.71343355,36,12.9195948,0
26,Male,1,1,75,1.588253318,51,0,85.18425505,75.50324004,20.03441742,44.99378961,6,13.7551298,0
19,Male,1,3,79,1.959267461,101,2,52.19875278,87.49819666,43.19409403,74.92441469,24,16.84284534,1
25,Male,2,1,51,2.841358372,65,2,95.36885269,100,38.85544871,24.46591213,36,5.926229461,0
19,Male,3,1,87,1.684093169,50,1,90.77282883,90.38831906,6.531661928,61.41799829,24,9.446254689,0
22,Female,2,2,64,1.653974973,10,0,99.08869219,100,42.04149171,49.37878163,12,3.642511827,0
17,Other,1,2,67,1.81303159,44,1,77.14286225,78.75867456,13.09715145,67.18775824,12,9.62731047,0
28,Female,1,2,73,2.031882113,105,0,99.27410977,100,30.13625508,44.82119402,36,3.145178046,0
22,Male,1,2,61,1.877649217,105,1,79.24905049,77.0128848,34.01385836,29.9960645,36,18.82176502,1
20,Female,1,3,64,2.540050189,24,0,100,100,39.32052002,76.11128362,36,0,0
24,Female,2,3,61,2.404089194,25,0,82.81188167,88.08377821,15.83107349,63.83060861,6,5.225056934,0
29,Female,2,1,69,2.894569695,102,0,95.63107822,92.18442764,36.1606145,59.99925126,48,2.046120209,0
27,Female,1,3,64,1.988139844,98,2,100,70.03536769,13.3651502,69.41270175,48,4.61329641,0
25,Female,2,2,73,3.003120721,67,2,66.40761266,74.97641898,23.46584518,62.99030372,24,10.47201462,0
20,Male,2,3,56,1.832682193,22,1,87.04699298,90.46781825,34.4861123,72.03068854,36,5.693606737,0
26,Male,1,1,74,3.91566297,60,3,70.60203817,100,51.36185144,57.76469799,24,8.879592365,0
28,Male,3,3,58,1.493393021,96,0,87.09440758,42.7313805,27.57920772,48.83610968,6,21.23748119,1
26,Male,2,1,80,2.52385398,62,3,100,76.40171225,28.08496308,24.65822204,36,16.53974316,1
22,Male,1,1,78,2.768402656,108,0,64.2478837,75.33884963,28.70315636,68.57554623,24,15.84959581,1
17,Female,1,2,48,3.031263121,51,0,73.72377774,75.24035572,30.07802734,41.83572988,12,8.969191094,0
20,Female,2,1,78,1.269112652,55,1,72.87530045,90.10411306,13.51442938,76.06019035,12,14.21819643,0
23,Female,1,1,43,1.663599634,30,0,92.10904686,97.01247532,25.27722731,70.38515677,48,5.390322991,0
28,Male,3,2,58,2.40049427,72,0,80.63891093,70.15436609,27.87923235,68.39233732,36,8.349062901,0
17,Male,1,1,80,2.081907477,94,2,100,96.34465825,23.79447018,68.24676966,48,0.548301262,0
24,Female,3,3,64,2.900586013,102,0,78.97938192,75.06224293,32.25764506,50.4906372,12,7.944787177,0
28,Female,2,3,85,2.179892859,8,1,100,70.67021649,31.00961625,70.65249144,24,9.399467526,0
26,Female,1,3,77,2.975826979,24,1,79.10836603,100,52.87852244,54.4036947,24,7.178326794,0
28,Male,3,1,65,1.321318469,84,0,72.90440816,70.86215349,2,44.88196194,24,16.57661065,1
27,Female,1,1,64,3.340233804,73,3,100,53.12385344,38.33579609,18.35235706,48,12.03142198,0
22,Male,2,2,85,3.612158598,16,0,84.12654873,95.71831869,38.94597318,70.50633327,24,3.81694245,0
21,Female,3,1,65,3.387634527,50,0,71.26230125,81.75232765,42.25610908,30.99480714,12,18.4846906,1
26,Female,2,1,51,2.872511114,42,3,100,64.46823742,23.39649763,50.68388225,12,5.329764387,0
27,Male,2,3,60,1.672263839,17,0,72.6681012,100,50.70764852,18.44270231,48,16.74374137,1
25,Female,1,3,71,2.36138728,87,2,82.63348263,87.52484661,41.76187121,43.55194845,24,10.34457648,0
18,Female,2,1,62,2.261006618,37,0,96.89599802,79.31444427,58.81001018,69.76315222,12,3.723633754,0
21,Female,2,2,93,2.497453576,75,1,69.81843857,92.80682319,34.3424812,40.10379177,36,10.11528881,0
22,Other,3,3,63,2.163799517,74,1,82.03062572,84.66356326,29.57294179,79.00717164,24,8.894340366,0
23,Male,2,1,63,2.689010968,6,1,72.1830207,89.16164968,19.52877364,63.68077476,6,10.18914841,0
21,Male,3,2,60,1.869509211,119,0,75.08860662,86.36984567,30.48312522,64.74461257,12,8.33170971,0
25,Female,3,2,78,1.570075573,13,0,86.4503256,70.05163646,31.6671642,83.38019333,48,14.50143368,0
17,Female,2,1,67,2.788915886,35,1,75.9189799,100,43.72715988,68.20426158,12,4.816204021,0
23,Other,2,3,78,2.88032914,82,0,64.18169256,53.86776281,42.43385182,66.11233877,24,17.08349707,1
23,Male,1,2,73,2.649196483,95,1,90.08283979,93.51992419,30.06098568,49.0922759,24,2.955443415,0
20,Male,2,2,73,3.331539524,70,2,90.3484655,92.14935151,17.27204121,48.14665021,24,3.107904172,0
25,Female,2,3,57,2.49410324,119,2,79.63548162,79.39833562,33.46340676,45.49764512,48,12.16315333,0
28,Female,1,1,54,2.950200816,90,1,100,53.960994,15.20705103,38.34922204,24,16.9058509,1
21,Male,1,3,70,2.343079366,86,4,89.26217605,100,32.64729743,30.05075873,24,17.14756479,1
20,Female,2,3,93,2.34367445,53,1,86.72667128,63.8238425,40.44119235,29.17410081,36,13.08108937,0
29,Female,2,2,64,2.912147898,43,2,89.96788088,100,9.76393572,57.21906967,48,2.006423824,0
23,Male,1,3,80,2.594935206,98,0,74.36369674,68.44496259,28.77052143,41.17767444,12,9.860516264,0
20,Male,2,2,75,3.100980751,111,1,100,100,16.61650329,51.12237387,24,0,0
19,Female,1,3,70,1.709733397,37,2,92.0382467,68.51024762,20.1071361,48.56704986,48,9.218479548,0
25,Female,2,1,67,2.007977608,58,1,73.39994088,100,32.82145464,66.89500134,48,5.320011823,0
27,Male,1,3,65,3.07815218,24,0,85.62730438,64.51787102,17.26972929,79.11675478,36,8.196858469,0
24,Male,2,1,65,3.004430184,68,1,75.48284578,96.60444926,65.38052092,40.43153169,6,10.41276345,0
17,Male,2,1,76,2.070544871,80,1,95.3882927,81.62517694,43.423317,43.65549935,24,6.678564918,0
23,Male,1,2,78,2.354316865,23,0,71.75545887,100,41.74457519,82.92495358,48,5.648908227,0
25,Male,2,3,65,2.141664594,110,0,70.20011888,70.501985,39.89475873,55.39956344,24,10.38467848,0
24,Female,2,1,65,1.279865647,24,0,80.27218526,79.39376052,37.22166513,51.627642,24,14.2378424,0
24,Male,2,2,64,2.624603063,12,1,71.53610636,80.91135935,34.82387337,21.8159842,6,13.55607483,0
29,Female,2,3,80,1.637923042,100,2,91.40663953,56.38580523,31.86083602,63.42637704,6,11.88157089,0
22,Male,3,1,78,2.377412131,95,0,86.58201402,59.67686308,26.61667941,39.08129657,12,13.73206773,0
27,Male,2,3,84,2.020584017,69,0,71.92391477,83.99189725,23.98695762,81.59416604,24,11.01643246,0
20,Female,3,3,61,2.287795763,42,0,71.00936345,69.17522105,34.72560676,86.02004695,36,13.42184415,0
24,Female,2,2,63,3.825200889,83,1,100,73.2806272,53.40378524,77.93509629,48,4.00790592,0
19,Male,1,2,86,1.233286916,61,0,73.71945136,100,2,69.6667999,24,12.92324057,0
29,Female,1,2,83,4,86,1,83.17170239,66.29017578,26.57776471,57.89103628,36,8.422133156,0
25,Male,1,3,60,2.473214528,73,0,80.29029474,62.92675601,20.44227411,61.06176148,12,12.50292765,0
18,Female,2,3,72,1.443073586,98,1,78.4776516,86.9389523,40.18620698,44.43146717,6,14.83289097,0
18,Female,1,3,82,3.31289522,97,3,67.86613116,72.63130006,25.9274579,56.16566495,24,10.53207876,0
28,Male,2,2,60,2.451896108,24,0,84.42013308,100,23.18313993,35.77551851,12,16.11597338,1
29,Male,1,3,70,2.123925432,16,1,100,83.81888794,50.09934692,59.41833446,24,2.427166808,0
28,Female,2,1,80,2.061496576,88,0,100,87.50689407,31.1026787,72.72794528,48,4.87396589,0
23,Male,2,2,67,1.072615384,35,3,100,100,25.08919346,44.006129,12,12.27384616,0
28,Female,2,3,69,1.797914348,75,1,98.28103757,94.64508349,9.664337714,55.80087251,24,3.167886482,0
26,Male,2,1,84,1.835488393,115,0,100,74.51479462,8.974717628,75.26813902,12,13.46789688,0
20,Female,3,3,65,1.786778496,114,1,88.32372555,97.0106292,22.63867569,58.09988205,24,9.915875554,0
26,Male,2,2,82,3.181498708,0,0,78.50292114,66.18107345,20.66239191,57.64124711,36,12.37225475,0
24,Other,2,3,68,2.737690272,89,2,93.45050305,100,47.3586572,80.81722473,12,9.309899389,0
25,Male,2,1,59,3.452635945,85,0,86.92777594,55.91128644,14.75754495,75.63180947,48,9.227751847,0
23,Female,1,3,75,1.363423566,101,0,85.99593837,82.04039956,2,100,24,14.86051673,0
21,Male,3,1,63,1.871642883,43,0,83.06202437,100,13.04996495,62.65191662,36,7.671166292,0
24,Male,2,3,58,2.708772932,75,1,95.49180504,71.29737499,14.22168808,79.01014366,24,5.207032744,0
20,Male,2,1,89,2.028765265,41,1,74.05058986,65.48850402,24.82303216,100,48,10.36660642,0
18,Female,1,3,74,2.050057903,51,0,92.09459022,56.56599557,10.8754449,58.82156623,36,8.09618262,0
27,Male,1,3,66,2.724027644,98,3,60.66574799,78.62823286,15.03356172,53.9536791,48,11.07261547,0
28,Male,1,3,66,1.966075217,44,2,91.12941732,83.43831847,2,86.22118472,12,4.597616594,0
22,Male,2,1,85,0.95792766,92,1,77.04924781,69.72515954,18.9221343,52.62323416,12,19.5520999,1
25,Other,3,3,86,2.024809086,12,0,78.92952312,83.7062204,21.39115549,82.23682721,48,6.658162315,0
17,Male,3,3,64,3.35643818,1,0,87.19999484,57.70308885,29.63365498,30.39096834,24,18.9045377,1
27,Male,2,2,72,2.475747148,21,0,90.41924956,94.79147726,30.68864388,70.28008147,12,7.6974285,0
26,Female,2,3,66,2.32264332,118,2,91.08049076,85.23690829,24.11308253,67.19480192,36,6.998365604,0
28,Female,1,3,77,2.887908076,62,2,75.15288166,76.15004157,8.901256903,63.59253834,12,13.54691743,0
23,Male,2,1,66,2.184813752,68,1,85.54483888,93.99597421,59.28123465,66.46854727,12,3.791636093,0
26,Female,2,2,50,0.758991443,1,0,85.14169032,59.89594467,31.69725896,42.93996428,24,21.3973558,1
25,Male,2,2,59,1.439224111,66,0,84.41716326,69.41772347,29.09948171,63.20805376,48,13.31166771,0
26,Male,2,2,80,1.998920405,28,0,74.72955162,65.135367,21.03510613,42.45791791,24,10.29458058,0
25,Female,2,2,62,2.520028527,80,0,78.64576772,83.97954841,47.2981776,26.73550951,12,11.67391419,0
26,Female,2,1,77,3.309295584,76,1,91.10217389,47.28669808,9.649422291,33.59457144,24,19.68656051,1
27,Male,2,3,73,2.062451935,22,2,74.65087815,84.94258941,54.70474485,66.85553638,24,12.32843596,0
29,Male,2,3,62,3.279212432,65,2,96.45375132,46.11689008,25.37803876,24.68371798,24,13.79171622,0
19,Male,3,1,68,3.1732386,24,0,78.19299574,73.84871826,38.81850979,69.96095132,24,11.28409311,0
27,Female,2,1,63,2.060254908,29,0,73.03483734,98.85814339,19.32224604,86.57695671,24,5.564311023,0
29,Other,2,1,66,2.676087532,70,0,100,55.4758534,19.2995246,57.99473257,24,6.67862199,0
21,Male,2,3,52,2.814630384,80,0,80.49344048,75.74520081,42.79349856,51.70855293,12,10.53953178,0
24,Female,2,3,68,2.835482313,4,2,73.38633523,99.1661613,36.65485977,30.43561296,12,13.44780876,0
24,Male,2,1,64,2.377199506,37,1,95.40012142,50.40858327,29.46527801,90.95049796,12,11.35868822,0
20,Female,3,2,70,2.954318045,88,0,73.11570364,77.59996759,42.25809466,96.22523,24,8.736864133,0
28,Male,1,1,75,3.496675556,1,2,100,83.72276066,24.69483004,61.42605344,24,5.441585901,0
27,Female,1,1,76,4,74,0,79.28356109,41.56260128,23.98120676,37.08911499,6,20.90889759,1
27,Male,2,2,64,2.725318557,63,2,86.34196245,66.91917148,3.387540175,30.41454149,24,12.69373179,0
17,Female,1,2,63,2.583835979,52,2,87.13211051,92.18268764,47.55079872,59.78950657,36,3.746174752,0
17,Male,1,2,68,2.246497836,111,0,75.95566108,84.97440725,16.97666418,75.30634246,48,10.0627067,0
20,Male,3,2,80,2.006674378,66,3,80.37066253,85.82074348,38.75275325,72.10973473,24,6.052755972,0
